pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
150,v,,,,,2,3,11,1,554.0881858,,554.0728001,554.0881858,555.0881485,555.0881485,555.0881485,555.0881485,555.0881485,556.0876946000001,556.0876946000001,556.45513,v,1,0.3628676999999243,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
50,c,,,,,3,0,12,2,556.4710622,,556.4558787999999,556.4710622,557.4709731,557.4709731,557.4709731,557.4709731,557.4709731,558.4709310000001,558.4709310000001,558.9724364000001,c,1,0.48415979999981573,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
-150,z,,,,,3,1,13,3,558.9876045999999,,558.9742209000001,558.9876045999999,559.9878695,559.9878695,559.9878695,559.9878695,559.9878695,560.9873966,560.9873966,561.3886190999999,z,1,0.3871918999998343,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
150,v,,,,,3,2,14,1,561.4042588,,561.3893817999999,561.4042588,562.4039818000001,562.4039818000001,562.4039818000001,562.4039818000001,562.4039818000001,563.4039918000001,563.4039918000001,563.7879846000001,v,1,0.37426269999991746,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
-150,z,,,,,3,3,15,3,563.8039338000001,,563.7887278000001,563.8039338000001,564.8039834000001,564.8039834000001,564.8039834000001,564.8039834000001,564.8039834000001,565.8037402,565.8037402,566.1877823,z,1,0.37662440000008246,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
-150,z,,,,,4,0,16,3,566.2036852000001,,566.1885228000001,566.2036852000001,567.2037118000001,567.2037118000001,567.2037118000001,567.2037118000001,567.2037118000001,568.2036802,568.2036802,568.6383894999999,z,1,0.42640879999999015,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
50,c,,,,,4,1,17,2,568.6539332,,568.6391351,568.6539332,569.6535928000001,569.6535928000001,569.6535928000001,569.6535928000001,569.6535928000001,570.6535157999999,570.6535157999999,571.2208664,c,1,0.5564460000000508,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
-150,z,,,,,4,2,18,3,571.2369306999999,,571.2217857999999,571.2369306999999,572.2368653999999,572.2368653999999,572.2368653999999,572.2368653999999,572.2368653999999,573.2367160000001,573.2367160000001,573.6207221,z,1,0.3757395000000088,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
-50,x,,,,,4,3,19,0,573.6366696,,573.6214241,573.6366696,574.6365584,574.6365584,574.6365584,574.6365584,574.6365584,575.6364896,575.6364896,576.1372623,x,1,0.4906976999998278,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
150,v,,,,,5,0,20,1,576.1531563000001,,576.1380117000001,576.1531563000001,577.1531344,577.1531344,577.1531344,577.1531344,577.1531344,578.1533059000001,578.1533059000001,578.9372198000001,v,1,0.7798402999999325,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
-50,x,,,,,5,1,21,0,578.9529358,,578.937962,578.9529358,579.9530007999999,579.9530007999999,579.9530007999999,579.9530007999999,579.9530007999999,580.9529205000001,580.9529205000001,581.4869248,x,1,0.526474300000018,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
50,c,,,,,5,2,22,2,581.5028973999999,,581.4876631,581.5028973999999,582.5029377000001,582.5029377000001,582.5029377000001,582.5029377000001,582.5029377000001,583.5026875000001,583.5026875000001,584.1035435000001,c,1,0.5924193999999261,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
150,v,,,,,5,3,23,1,584.1192768999999,,584.1043537,584.1192768999999,585.1194484,585.1194484,585.1194484,585.1194484,585.1194484,586.1192962,586.1192962,586.7198238000001,v,1,0.5933142000001226,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
